"Data","Ultimo","Apertura","Massimo","Minimo","Vol.","Var. %"
"16.12.2015","76,090","76,040","76,910","75,410","3,70M","0,78%"
"17.12.2015","78,560","78,470","79,500","78,080","5,03M","3,25%"
"18.12.2015","76,790","77,800","78,390","76,170","8,27M","-2,25%"
"21.12.2015","75,500","76,670","78,820","75,500","3,79M","-1,68%"
"22.12.2015","76,370","76,630","77,100","75,070","3,69M","1,15%"
"23.12.2015","77,840","77,180","78,120","77,090","2,38M","1,92%"
"28.12.2015","77,300","78,250","78,400","77,020","1,31M","-0,69%"
"29.12.2015","78,380","78,020","78,780","77,820","1,91M","1,40%"
"30.12.2015","77,580","78,400","78,400","77,580","1,46M","-1,02%"
"04.01.2016","73,640","75,260","75,260","73,250","6,73M","-5,08%"
"05.01.2016","73,630","74,450","74,520","72,640","3,79M","-0,01%"
"06.01.2016","71,760","73,000","73,230","70,680","5,17M","-2,54%"
"07.01.2016","69,000","69,000","69,270","68,000","8,26M","-3,85%"
"08.01.2016","68,190","69,990","70,770","68,140","5,72M","-1,17%"
"11.01.2016","68,130","68,100","70,000","67,750","4,61M","-0,09%"
"12.01.2016","69,140","68,540","70,470","68,310","4,40M","1,48%"
"13.01.2016","68,240","70,570","70,940","67,800","4,60M","-1,30%"
"14.01.2016","65,810","67,050","67,080","63,840","10,95M","-3,56%"
"15.01.2016","64,530","65,920","66,490","63,510","8,19M","-1,94%"
"18.01.2016","64,920","64,500","65,930","63,780","4,64M","0,60%"
"19.01.2016","65,530","66,580","66,900","65,280","4,69M","0,94%"
"20.01.2016","63,810","64,000","64,520","62,820","6,51M","-2,62%"
"21.01.2016","65,620","64,000","66,380","63,350","6,40M","2,84%"
"22.01.2016","66,230","67,270","67,350","66,130","5,35M","0,93%"
"25.01.2016","65,100","66,710","66,880","64,600","4,69M","-1,71%"
"26.01.2016","65,090","63,000","65,500","62,730","5,48M","-0,02%"
"27.01.2016","65,930","64,910","65,930","64,270","3,44M","1,29%"
"28.01.2016","63,890","65,590","66,620","63,580","5,15M","-3,09%"
"29.01.2016","64,160","65,040","65,050","63,150","5,15M","0,42%"
"01.02.2016","63,740","64,230","64,500","62,460","4,04M","-0,65%"
"02.02.2016","62,830","63,750","63,920","62,480","5,55M","-1,43%"
"03.02.2016","62,970","62,610","64,330","61,840","8,37M","0,22%"
"04.02.2016","60,940","59,950","61,410","59,160","13,18M","-3,22%"
"05.02.2016","61,290","61,900","62,590","60,500","7,66M","0,57%"
"08.02.2016","59,360","61,550","61,970","59,100","6,99M","-3,15%"
"09.02.2016","59,150","59,190","60,030","57,720","7,51M","-0,35%"
